WKT,osm_id,name,waterway
"LINESTRING (17.1751351 49.5731928,17.174427 49.5734656,17.1737248 49.5736446,17.1713768 49.5739806,17.1707113 49.5742321,17.1694033 49.5748092,17.1665695 49.5761994,17.1661195 49.5764908,17.1651893 49.5771894,17.1645468 49.5776114,17.1641619 49.5779418,17.1639005 49.5782949,17.163679 49.5786871,17.1632504 49.5795997,17.1628005 49.5804462,17.1621077 49.5812483,17.1616406 49.5817352,17.1615212 49.5818173,17.1610025 49.5820991,17.1580419 49.5831311,17.1575818 49.583363,17.1551429 49.5851543,17.1542648 49.585688,17.1541094 49.5857438,17.1539122 49.5857647,17.1525833 49.5858526,17.1522925 49.5858948,17.1520427 49.5859703,17.1517105 49.5861126,17.1510123 49.5865658,17.1505013 49.5868417,17.1500301 49.587045,17.1497584 49.58712,17.1484433 49.5872966,17.1471576 49.5872256,17.144988 49.5873771,17.1443425 49.5873544,17.1430099 49.5870595,17.1401963 49.5863655,17.1386849 49.5858686,17.1338806 49.5845912)","322001167",Hněvotínský potok,stream
"LINESTRING (17.1979994 49.5913385,17.1980587 49.5911822)","322001168",Stouska,stream
"LINESTRING (17.1980587 49.5911822,17.1980864 49.5911092,17.1984407 49.5905815,17.1987861 49.5901988)","322001169",Stouska,stream
"LINESTRING (17.1983031 49.5877635,17.195681 49.5873421,17.1952273 49.5873115,17.1916632 49.5874071,17.1885141 49.5878097,17.1881104 49.5878232,17.1841024 49.5877933,17.1806302 49.5871397,17.1803922 49.5871345,17.1801789 49.5871838,17.1796288 49.5873052,17.1791653 49.5873781,17.1788532 49.5866074,17.1787418 49.5864773,17.1780476 49.5861644,17.1777102 49.5860515,17.1772216 49.5860378,17.1765055 49.586115,17.1763873 49.5861098,17.1762816 49.5860665,17.176221 49.5860033,17.1761946 49.5859077,17.1761769 49.5856317,17.1760538 49.5855383,17.1753834 49.585206,17.1752183 49.5850649,17.1751858 49.5849967,17.1752005 49.5849296,17.1754539 49.5846322,17.175441 49.5845408,17.1754118 49.584471,17.1738639 49.5840944,17.17388 49.5839988,17.1741812 49.5836527,17.1742511 49.583414,17.1742332 49.5830556,17.1741903 49.5829935,17.1740364 49.5829248,17.1723009 49.5825545,17.1721134 49.5824857,17.1716986 49.5822587,17.1712348 49.582113,17.1707306 49.5821283,17.1682188 49.58242,17.1677596 49.5824298,17.1673891 49.582362,17.1656107 49.5818496,17.165178 49.5817631,17.1646882 49.5817157,17.1633994 49.5817362,17.1619375 49.5817127,17.1616406 49.5817352)","322001170",Stouska,stream
"LINESTRING (17.1987861 49.5901988,17.1992901 49.5882793,17.199249 49.5881425,17.1991102 49.5880152,17.1989298 49.587924,17.1983031 49.5877635)","322001174",Stouska,stream
"LINESTRING (17.1735855 49.531912,17.1741184 49.5316605,17.1743051 49.531541,17.1763646 49.5296243,17.1791433 49.5269377,17.179551 49.5266852,17.1807225 49.5257186,17.1812206 49.5252281,17.1815647 49.5248216,17.1817437 49.524707,17.1819203 49.5246121,17.182003 49.5244604,17.1822367 49.5242961,17.1823778 49.524075,17.1826013 49.5239333,17.1828819 49.5235802,17.1829796 49.523409,17.183026 49.5231192,17.1832377 49.5229104,17.1837603 49.5226774,17.184286 49.5223434,17.1849354 49.5221706,17.1857658 49.5216482,17.1861974 49.5215327,17.1875677 49.5209114,17.1876676 49.5208024,17.1877704 49.5206002,17.1882635 49.5190225,17.1884888 49.5186329,17.1889585 49.5178622,17.1891041 49.517675,17.1895103 49.5174313,17.1896556 49.5172022,17.1896994 49.5171167,17.189707 49.5169088,17.1897629 49.5168576,17.189973 49.5168238,17.1911542 49.5168656,17.1912289 49.5168617,17.1917101 49.5168364,17.1918551 49.5167643,17.1918933 49.5166447,17.1918123 49.5163874,17.1918376 49.5162819,17.1918857 49.5162071,17.191959 49.5161588,17.1932417 49.515886,17.1934325 49.515896,17.193853 49.5160226,17.1944592 49.5163205,17.1951969 49.5164732,17.1954477 49.5164879,17.1960746 49.5163671,17.1966954 49.5164338,17.1971836 49.51643,17.1975143 49.5165229,17.1980519 49.5165691,17.1984954 49.516517,17.1992523 49.516315,17.2013488 49.5160994,17.2013899 49.5160684,17.2016113848007 49.511851030916)","332248817",,stream
"LINESTRING (17.1270725458076 49.5606482757074,17.1298224 49.5606729,17.1313821 49.5606961,17.1366338 49.5611597,17.1380438 49.5613683,17.1397423 49.5604523,17.1406787 49.5598902,17.1408184 49.5597049,17.1413151 49.5587289,17.141504 49.5586015,17.1417699 49.5585328)","340135064",Slatinka,stream
"LINESTRING (17.3286515 49.5400965,17.3245184 49.5408197,17.3239291 49.5412904,17.3232731 49.542188)","409447338",HMZ,stream
"LINESTRING (17.3224626 49.542845,17.3223413 49.5429433,17.3212783 49.5437377,17.3200402 49.5442947,17.3183281 49.5449012,17.3180431 49.5448478)","409447339",HMZ,stream
"LINESTRING (17.3413517 49.5251361,17.3410105 49.5250742)","409447342",Loučka,stream
"LINESTRING (17.3410105 49.5250742,17.3399547 49.5246987,17.3392935 49.5244311,17.339064 49.524307,17.3391289 49.5237869,17.3390924 49.5234461,17.339111 49.5232972,17.3396661 49.5222232,17.3397225 49.5220309,17.3397543 49.5215882,17.3397329 49.5213034,17.3396614 49.5209814,17.3394712 49.5205219,17.3392395 49.5200862,17.3392033 49.5199454,17.339278 49.519835,17.3398261 49.5194635,17.3404334 49.5192508,17.3406527 49.5190657,17.3409102 49.5186958,17.3414155 49.5178297,17.3416831 49.5170898,17.3406778 49.5157045,17.3395102 49.5146191,17.3390758 49.5141014,17.3389002 49.5138326,17.3387331 49.5132532,17.3386852 49.5131777,17.3385921 49.5131152,17.3369607 49.5124245,17.3359788 49.5120082,17.3356892 49.511932,17.3352357 49.5118493,17.3335994 49.5117899,17.3316618 49.5117449,17.3308006 49.511853,17.3305545 49.5119059,17.3299425 49.5121165,17.3295855 49.5121801,17.3283729 49.5123354,17.3276367 49.5123734,17.3273778 49.5125075,17.327105 49.5127337,17.3268679 49.512715,17.3224838 49.5112971,17.3181545212467 49.5095892359769)","409447343",Loučka,stream
"LINESTRING (17.3232731 49.542188,17.3224626 49.542845)","409554679",HMZ,stream
"LINESTRING (17.3037005 49.5574211,17.3039404 49.5572458,17.3040653 49.5571585)","444121474",,stream
"LINESTRING (17.3040653 49.5571585,17.304432 49.556881,17.3047031 49.5566863,17.3049779 49.5565223,17.3059017 49.5560271)","444121475",,stream
"LINESTRING (17.2891203 49.5560238,17.2891491 49.5556439)","444122306",,stream
"LINESTRING (17.2891491 49.5556439,17.2890892 49.555488,17.2893266 49.5526921,17.2898546 49.5468508)","444122307",,stream
"LINESTRING (17.1831964 49.6664596,17.1833399 49.6665344,17.1836163 49.6664637,17.1844862 49.6664618)","459625204",Mlýnský potok,stream
"LINESTRING (17.3033575 49.6127445,17.3019701 49.6144817,17.3004057 49.6164905,17.3003015 49.6165387,17.2976504 49.6161155,17.2975651 49.6161334,17.2974067 49.6162314,17.2967458 49.6159706,17.2951327 49.615334,17.2937876 49.6148585,17.2924319 49.6144219,17.2913376 49.6150732,17.2900051 49.6157779)","471111072",Adamovka,stream
"LINESTRING (17.3034508 49.6125917,17.3029543 49.6124739,17.3001568 49.6120585,17.2997115 49.6119455,17.2994398 49.6117373,17.2992761 49.6113602,17.2991018 49.6093389,17.2990187 49.6090138,17.2987665 49.6087218,17.2984581 49.6083586,17.2979243 49.606909,17.2973047 49.6051899,17.2971331 49.604884,17.2969936 49.6044442,17.2965081 49.6025408,17.2964679 49.6022644,17.2965993 49.6020019,17.2967046 49.6017025,17.2966429 49.6014122,17.2964075 49.6010641,17.2959009 49.6004533,17.2953578 49.5984289,17.2950681 49.5978334)","471111080",,stream
"LINESTRING (17.277852 49.6194441,17.2783133 49.6198159,17.2785279 49.6214806,17.2789249 49.6243094,17.2791824 49.6263318,17.2796225 49.6293493,17.2800454 49.6321734,17.2801902 49.6331927,17.2797091 49.633229,17.2790927 49.632978,17.2790432 49.633044,17.2784102 49.6335928,17.2782168 49.6337925,17.2781486 49.6339007,17.2777838 49.6342709,17.277789 49.6342879,17.2776364 49.6344302,17.2775242 49.6345399,17.276889 49.6349371,17.2767322 49.635006,17.2766428 49.634994,17.2762623 49.6348892,17.2760685 49.6352211,17.2759375 49.6352876,17.2754562 49.6353862,17.2745176 49.635695,17.2744086 49.6357518,17.2744553 49.6358144,17.2747427 49.6362129,17.2748528 49.6364847,17.2748446 49.6366019,17.2747471 49.6367125,17.2746871 49.6367037)","479805084",Malý potok,stream
"LINESTRING (17.1361726 49.613972,17.1364254 49.6129927,17.1373717 49.6107828,17.138152 49.6090595,17.138422 49.6080979,17.1393753 49.6070049,17.1396805 49.6062103,17.1398903 49.6053165,17.1400413 49.6037852,17.139759 49.6029686,17.1393879 49.6023638,17.1392432 49.6018585,17.1390669 49.6015567,17.1386325 49.600963,17.1384712 49.6007883)","495340577",Dubčanka,stream
"LINESTRING (17.1302255474551 49.63307926654,17.1313413 49.6324491,17.1332631 49.6311885,17.1344588 49.6300918,17.1354962 49.6290435,17.1362984 49.6275684,17.1367905 49.6259554,17.136532 49.6245165,17.1370146 49.6231576,17.139513 49.6208536,17.1400076 49.6198049,17.13984 49.6181683,17.1398349 49.6160683,17.1388505 49.6152281,17.1376879 49.6145642,17.1361726 49.613972)","495340578",Dubčanka,stream
"LINESTRING (17.2265077 49.5755018,17.2266236 49.5753772)","521445343",Nemilanka,stream
"LINESTRING (17.2266236 49.5753772,17.2284572 49.5737541)","521445344",Nemilanka,stream
"LINESTRING (17.2296329 49.5727542,17.229799 49.5726393)","521637126",Nemilanka,stream
"LINESTRING (17.2287643 49.5734933,17.2296329 49.5727542)","521637130",Nemilanka,stream
"LINESTRING (17.2312934 49.5727874,17.2307926 49.572761,17.2307621 49.5727659,17.2307354 49.5727907,17.2307163 49.5728022,17.2306604 49.5728162,17.2305917 49.572822,17.2305205 49.5728113,17.2302485 49.5727437,17.2302015 49.5727132,17.2301671 49.5726769,17.2301137 49.5726167)","525448063",,ditch
"LINESTRING (17.2621518 49.5723881,17.2621593 49.5724115,17.2621531 49.5724356,17.2621208 49.5724558,17.2620636 49.5725001,17.26205 49.5725122,17.2620574 49.5725387)","526688982",,ditch
"LINESTRING (17.2621841 49.5726072,17.2624623 49.5727796)","526689007",,ditch
"LINESTRING (17.2620574 49.5725387,17.2621841 49.5726072)","526689009",,ditch
"LINESTRING (17.2221211 49.5715372,17.2220844 49.5715427,17.2217523 49.5714666,17.2217071 49.5714602,17.2216633 49.5714629)","527598505",,ditch
"LINESTRING (17.222025 49.5716673,17.2217848 49.5716398,17.2214866 49.5716068,17.2211927 49.5715417,17.2208295 49.5714996,17.2208012 49.5714712,17.2207616 49.5714593,17.2205454 49.5714318,17.2199773 49.5714125)","527598519",,ditch
"LINESTRING (17.2195449 49.571341,17.218868 49.5711742,17.2181388 49.5709763,17.2180257 49.5709296,17.2179112 49.5708691,17.2178052 49.5708031,17.2176569 49.5706995,17.2174972 49.5705538,17.2174265 49.5704786,17.2173672 49.5703824,17.217281 49.5702404,17.2171863 49.5700131,17.217141 49.5698545,17.2171114 49.5696034,17.2171114 49.5694219,17.2171184 49.5692918,17.2171552 49.5690883,17.2171905 49.5689499,17.2172287 49.5688684,17.2173262 49.5686493,17.2174675 49.5684358,17.2175353 49.5683615,17.2178038 49.5680536)","527598556",,ditch
"LINESTRING (17.1934637 49.6553299,17.1935173 49.6552373,17.1935809 49.655124)","556735718",,weir
"LINESTRING (17.2343642 49.6203316,17.2344982 49.6204795,17.2346316 49.6206626,17.2346534 49.6210005,17.2345326 49.6212433)","572722810",,stream
"LINESTRING (17.3444303 49.6293961,17.344283 49.6288804,17.3436184 49.6275995)","586401451",,stream
"LINESTRING (17.3414697 49.633714,17.3412043 49.6335369,17.3410269 49.633375)","586401492",,stream
"LINESTRING (17.3466623 49.6375149,17.3460195 49.6370489,17.3447954 49.6364517,17.3441927 49.6362454,17.3433943 49.6361418,17.3428636 49.6358859,17.3422931 49.6354401,17.3422137 49.6353035,17.3421763 49.6351525,17.341967 49.6349708,17.3418173 49.6347336,17.3417188 49.6345072,17.3416338 49.6343117,17.3416638 49.6341889,17.3416548 49.6341386,17.3415943 49.6337995,17.3414697 49.633714)","586401493",,stream
"LINESTRING (17.3180431 49.5448478,17.3137928 49.5440517,17.313749 49.5440751,17.3134037 49.5447008,17.3133208 49.5447275,17.3047524 49.5427969,17.304695 49.5427552,17.3059786 49.5398762,17.3035479 49.5393489,17.3034592 49.5392906,17.3034582 49.5391852,17.3038432 49.5383418,17.3042932 49.5375158,17.3042626 49.5371206,17.3047981 49.5358912,17.3047735 49.535827,17.3036459 49.5356023,17.3025683 49.5353194)","640988048",HMZ,stream
"LINESTRING (17.3677156923993 49.5963426422738,17.3674618 49.5962717,17.3670307 49.5963092,17.3665267 49.5961917,17.3659707 49.5961454,17.3658771 49.5960926,17.3653304 49.5953066,17.3644062 49.5944984,17.3643082 49.5944387)","665126800",Vrtůvka,stream
"LINESTRING (17.3645806 49.5963697,17.3645599 49.5962868,17.3642329 49.5959865,17.3637388 49.5957909)","666253298",,stream
"LINESTRING (17.362971 49.5952521,17.362638 49.5951212)","666253299",,stream
"LINESTRING (17.362638 49.5951212,17.3624806 49.5950451)","666253300",,stream
"LINESTRING (17.3643082 49.5944387,17.363945 49.5943964)","666253302",Vrtůvka,stream
"LINESTRING (17.363945 49.5943964,17.3637097 49.5944008,17.3635279 49.5944665,17.3630714 49.5947611,17.362638 49.5951212,17.3624972 49.5952206,17.3623368 49.5953026,17.3613262 49.5955571,17.3607229 49.5957866,17.36061 49.5958296)","666253303",Vrtůvka,stream
"LINESTRING (17.3637388 49.5957909,17.3632822 49.5956543,17.3631516 49.5955103,17.3630394 49.5952994,17.362971 49.5952521)","666253304",,stream
"LINESTRING (17.3658098 49.597313,17.3649564 49.5967746,17.3647763 49.5965252,17.3645806 49.5963697)","666253305",,stream
"LINESTRING (17.3677946930656 49.597974438846,17.3677799 49.5979649,17.3675737 49.597895,17.366241 49.5978625,17.3660188 49.5977358,17.3658098 49.597313)","666253306",,stream
"LINESTRING (17.3679539640574 49.6012642574093,17.3678358 49.601283,17.3676111 49.6012826,17.3675015 49.601249,17.3673357 49.6011582,17.3661804 49.6002012,17.3660057 49.600011,17.3659213 49.5998584,17.3657682 49.5993934,17.3657156 49.5988774,17.3655766 49.5986502,17.3654275 49.598516,17.3650103 49.5982785,17.3647905 49.5981911,17.3645356 49.5981347,17.3639431 49.5979214,17.363266 49.5977164,17.3629877 49.5975918,17.3624495 49.5972183,17.3623488 49.5970971,17.3621055 49.5965977,17.3615491 49.596215,17.3612738 49.5960768,17.36061 49.5958296,17.3598611 49.5956425,17.3590651 49.595532,17.3580572 49.5955139,17.3574346 49.5954337,17.3568868 49.5952372,17.3561459 49.5948285,17.3556447 49.594633,17.3546783 49.5943769,17.3543445 49.5943233,17.3538488 49.5942955,17.3532429 49.5943627,17.3509511 49.5949689,17.3504968 49.5950348,17.3500874 49.5950184,17.349749 49.5949617,17.3489413 49.5947153,17.3484702 49.5945531,17.3481662 49.5944904,17.3471822 49.5944255,17.3461452 49.594471,17.3455965 49.5945453,17.3411132 49.5948774,17.3397877 49.5949689,17.3394951 49.5949881,17.338656 49.5949713,17.3371077 49.5948663,17.335223 49.5946745,17.3347363 49.594542,17.3342333 49.594583,17.3337771 49.5945519,17.3332855 49.5943755,17.3313693 49.5939669,17.3312953 49.5939486,17.3309224 49.5938658,17.330085 49.5935407,17.3296468 49.5934487,17.3293285 49.5934225,17.3282981 49.5936113,17.3266932 49.5940442,17.3265357 49.5940792,17.3256298 49.5941638,17.3253375 49.5941599,17.3248257 49.5941531,17.3240584 49.5940923,17.3234423 49.5939772,17.3205687 49.5936227,17.319668 49.5934674,17.3195576 49.5934599)","666253313",Bystřice,stream
"LINESTRING (17.3375451 49.6433048,17.3372512 49.6435692,17.3370771 49.6436742,17.3363312 49.6439517,17.3359582 49.6441542,17.3358182 49.6442715,17.335537 49.6446433,17.3353961 49.6449611,17.3352927 49.6453655,17.3352911 49.6456283,17.335246 49.6458458,17.3349618 49.6462098,17.3345158 49.6464575,17.3340384 49.6465517,17.3333869 49.6465727,17.3331187 49.646547,17.3326676 49.6464335,17.3322387 49.6462831)","666951736",,stream
"LINESTRING (17.3174634 49.6558004,17.3168646 49.6553198)","666951746",,stream
"LINESTRING (17.3168646 49.6553198,17.3168566 49.655152,17.3170157 49.6545807,17.317013 49.6544065,17.3169619 49.654312)","666951747",,stream
"LINESTRING (17.1986453 49.6462337,17.198886 49.6462137,17.1990183 49.6460026,17.1991626 49.6455642,17.199522 49.6451099,17.1999664 49.6447677,17.2001654 49.6447624,17.2020754 49.6453818,17.2022355 49.645433,17.2023968 49.6455252,17.2038683 49.6472064,17.2040564 49.6474965,17.2042138 49.6476129,17.2043362 49.6476537,17.205338 49.6477636,17.2059311 49.647799,17.2065965 49.6476816,17.2072019 49.6474916,17.2074376 49.6474805,17.2075287 49.6475177,17.2075704 49.6475766,17.2075699 49.6476505,17.2074642 49.6478435,17.2072229 49.6481483,17.2072074 49.6482163,17.2072558 49.6482828,17.2073387 49.6483213,17.2076177 49.6483278)","687181854",,stream
"LINESTRING (17.2044024 49.6501433,17.2047223 49.6500071,17.2047179 49.6498822,17.2045207 49.6496609,17.2046347 49.6494651,17.2048889 49.6493687,17.205441 49.649502,17.2058311 49.6494623,17.2068039 49.6492325,17.2071589 49.6491246,17.2073035 49.6489544,17.2072246 49.6487614,17.2071545 49.6487019)","687181855",,river
"LINESTRING (17.2215947 49.6219482,17.2216304 49.6219603)","687878521",,stream
"LINESTRING (17.2214676 49.6219049,17.2215947 49.6219482)","687878522",,stream
"LINESTRING (17.2691061 49.5350303,17.2694746 49.5347959,17.2698043 49.5347335,17.2702296 49.5346551,17.2703914 49.5344976)","735069928",,weir
"LINESTRING (17.270545 49.5346408,17.2705723 49.5347169)","735069931",,weir
"LINESTRING (17.261723 49.5861775,17.2618595 49.5861778,17.2622493 49.5861786)","735089101",,weir
"LINESTRING (17.2608719 49.5830177,17.2609242 49.5830486,17.2609939 49.5830875)","735089102",,weir
"LINESTRING (17.2637477 49.5855258,17.2637983 49.585517,17.2638438 49.5855091)","735089103",,weir
